WOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
189,8.42E-13,5.03E-09,86765.05824,54.9280275,28.13586838,0.26,0.011528875,-10549.16756,5.088423611,1.67E-07,1.99E-02,0.112713443,0.572427244,3.739034726,0.000603925,-1.031628317,0.397912346,3.000070977,-3.857097521,-3.215842545,-8.28607745,-7.780316157,-7.625454434
190,5.69E-13,3.91E-09,86625.97582,54.86304477,28.1294523,0.26,0.011480567,-10551.36574,5.078095662,1.44E-07,1.99E-02,0.11257524,0.571952265,3.739034724,0.000603743,-1.031628317,0.397912077,3.000070961,-3.857116381,-3.215980732,-8.286347728,-7.782007061,-7.667516771
191,4.65E-13,3.46E-09,86517.93489,54.83476692,28.12256324,0.26,0.011106005,-10552.53388,5.077014345,1.09E-07,1.98E-02,0.112472891,0.570382955,3.739034721,0.000603662,-1.031628317,0.397912075,3.000070445,-3.85712006,-3.216175087,-8.358402898,-7.783734732,-7.668474323
192,3.39E-13,2.83E-09,86348.80754,54.8256107,28.11591212,0.26,0.010922701,-10554.86083,5.075551632,9.57E-08,1.98E-02,0.112319004,0.569487319,3.530818131,0.000603594,-1.031628329,0.397911521,3.000068697,-3.857120794,-3.216198374,-8.361656722,-7.785102992,-7.678399216
193,2.48E-13,2.31E-09,86209.65635,54.80991409,28.10920754,0.26,0.010922701,-10569.87826,5.072172011,7.84E-08,1.98E-02,0.112174077,0.568659197,3.457528031,0.000603396,-1.031628329,0.397910935,3.000068389,-3.857128761,-3.216491293,-8.486298965,-7.785627911,-7.687852691
194,1.40E-13,1.95E-09,86151.12046,54.79501884,28.10154515,0.26,0.010915085,-10580.63932,5.071452417,6.79E-08,1.97E-02,0.112034734,0.567124672,3.45752798,0.000603352,-1.031628329,0.397909377,3.000068388,-3.857133071,-3.216566888,-8.486694299,-7.807537937,-7.693820699
195,1.05E-13,1.54E-09,86036.96488,54.78324637,28.09789673,0.26,0.010915085,-10585.22461,5.071291336,5.85E-08,1.97E-02,0.11194391,0.565926274,3.457524929,0.000603312,-1.031628329,0.397909208,3.000068161,-3.857154983,-3.216636931,-8.486746214,-7.811069849,-7.694640564
196,7.71E-14,1.12E-09,85908.32073,54.76597835,28.09337571,0.26,0.010583881,-10586.44388,5.071109052,4.16E-08,1.97E-02,0.111836829,0.565082082,3.457133075,0.000603145,-1.031628332,0.397909023,3.000067718,-3.857163689,-3.216713987,-8.486990256,-7.887813325,-7.695158796
197,4.76E-14,8.85E-10,85739.15543,54.76151441,28.08879632,0.26,0.010562299,-10593.09645,5.070760151,3.62E-08,1.95E-02,0.111719186,0.564321242,3.455971213,0.000603053,-1.031628337,0.39790892,3.000067717,-3.85717444,-3.21676671,-8.487821883,-7.88803723,-7.695709171
198,3.08E-14,7.25E-10,85586.11749,54.75999172,28.08338342,0.26,0.01034698,-10600.12638,5.07E+00,2.81E-08,1.93E-02,0.111607064,0.564012122,3.455229266,0.000603019,-1.031628337,0.397908194,3.000067714,-3.857175012,-3.216787745,-8.488129225,-7.888645339,-7.695790656
199,1.76E-14,6.00E-10,85374.40969,54.75824771,28.07937424,0.26,0.010148268,-10600.46627,5.07E+00,2.01E-08,1.92E-02,0.111513529,0.563004449,3.455229266,0.000602498,-1.031628339,0.397907274,3.000067714,-3.857177352,-3.216828874,-8.488368664,-7.888982088,-7.696147748
200,1.20E-14,4.26E-10,85200.67028,54.69110525,28.07376701,0.24,0.010083553,-10601.42371,5.07E+00,1.55E-08,1.87E-02,0.111422972,0.562606748,3.455167876,0.000602362,-1.03162835,0.39790719,3.000067713,-3.857177545,-3.216840475,-8.488907588,-7.889955718,-7.696419257
201,8.38E-15,3.24E-10,84918.0121,54.67108519,28.07048776,0.22,0.010046112,-10603.53905,5.07E+00,1.28E-08,1.84E-02,0.111366553,0.56244439,3.455136554,0.000601988,-1.03162835,0.397907096,3.000067713,-3.857177724,-3.216870856,-8.489230748,-7.890367435,-7.696524051
202,5.05E-15,2.66E-10,84746.155,54.63039802,28.06759518,0.22,0.010046112,-10606.49367,5.04E+00,7.99E-09,1.82E-02,0.110763551,0.562234296,3.455101704,0.00060194,-1.03162835,0.397907028,3.000067713,-3.857182144,-3.216886654,-8.489366494,-7.891067024,-7.697016627
203,3.33E-15,2.16E-10,84436.8137,54.37042336,28.06379243,0.22,0.010042857,-10607.01073,4.37E+00,6.33E-09,1.82E-02,0.109884832,0.561855965,3.45508858,0.000601873,-1.03162835,0.397906377,3.000067713,-3.857188265,-3.216937094,-8.489561023,-7.891815442,-7.697167198
204,1.85E-15,1.58E-10,84067.15212,53.98669685,28.05776675,0.22,0.009988992,-10607.61913,4.28E+00,5.12E-09,1.78E-02,0.108947645,0.561324565,3.45508776,0.000601745,-1.03162835,0.397906307,3.000067686,-3.857189191,-3.216979664,-8.489929391,-7.892364294,-7.69732646
205,1.11E-15,1.18E-10,83818.57223,53.676608,28.05172215,0.22,0.009951566,-10676.18886,3.97E+00,4.36E-09,1.77E-02,0.108220427,0.560972877,3.455087644,0.000601531,-1.031628353,0.397905695,3.000067677,-3.857191935,-3.217017814,-8.489979863,-7.892697801,-7.697712348
206,6.94E-16,8.97E-11,83626.41101,53.45032828,28.04622828,0.22,0.009896608,-10677.66429,3.93E+00,3.85E-09,1.76E-02,0.108184965,0.560348367,3.455087644,0.0006014,-1.031628353,0.397905474,3.000067667,-3.857192321,-3.217029954,-8.490010731,-7.892820023,-7.700988126
207,4.82E-16,6.74E-11,83361.9299,53.39559599,28.03990077,0.22,0.009896608,-10679.29107,3.84E+00,2.78E-09,1.75E-02,0.108128541,0.559814769,3.455085212,0.000601354,-1.031628353,0.397902234,3.000067666,-3.857192632,-3.21709008,-8.490345294,-7.894172337,-7.701006921
208,3.04E-16,4.97E-11,83205.02759,53.31944465,28.03385568,0.22,0.009744624,-10680.76347,3.51E+00,2.17E-09,1.74E-02,0.10802757,0.559261353,3.455085212,0.000601283,-1.031628354,0.397900307,3.000067378,-3.857193309,-3.217103412,-8.490489061,-7.894529253,-7.701209993
209,2.33E-16,3.76E-11,83084.88865,52.99875967,28.02916513,0.22,0.009590157,-10721.79306,3.48E+00,1.74E-09,1.73E-02,0.107891657,0.55852718,3.455085212,0.000601248,-1.031628361,0.397900111,3.000066993,-3.85719365,-3.217157101,-8.490514839,-7.896818271,-7.701487418
210,1.55E-16,2.65E-11,82951.55402,52.67011875,28.02184827,0.22,0.009252077,-10723.10995,2.90E+00,1.36E-09,1.72E-02,0.107771173,0.55837975,3.455085212,0.000601181,-1.031628361,0.397899951,3.000066993,-3.857193944,-3.217184212,-8.490940628,-7.898038353,-7.701642207
211,1.20E-16,2.04E-11,82758.82177,52.25951804,28.01424659,0.22,0.009252077,-10748.56519,2.68E+00,1.06E-09,1.72E-02,0.107688136,0.557988934,3.455085211,0.000601163,-1.031628362,0.3978997,3.000066992,-3.857194017,-3.217193515,-8.49130643,-7.898116869,-7.701688954
212,6.49E-17,1.64E-11,82602.77729,52.1354952,28.00796212,0.22,0.009167876,-10749.59734,2.46E+00,8.41E-10,1.72E-02,0.107658735,0.557609108,3.426124861,0.000601069,-1.031628362,0.397899539,3.000066698,-3.857195888,-3.217220472,-8.491516982,-7.898260134,-7.702079993
213,5.42E-17,1.26E-11,82473.92618,52.12608558,28.00503611,0.22,0.009067258,-10754.75268,2.45E+00,6.60E-10,1.72E-02,0.107578435,0.557267652,3.426124859,0.000601033,-1.031628362,0.397899258,3.00006582,-3.857197723,-3.217255406,-8.492038407,-7.898801133,-7.702292591
214,3.44E-17,1.01E-11,82380.59288,52.00672822,28.00244633,0.22,0.008717525,-10755.61748,2.45E+00,5.39E-10,1.72E-02,0.107528462,0.556885179,3.421886924,0.00060097,-1.031628363,0.397899257,3.000065819,-3.857198414,-3.217365726,-8.492224404,-7.899113885,-7.702302665
215,2.27E-17,7.58E-12,82288.41222,51.84535213,28.00068289,0.22,0.008693301,-10758.12546,2.45E+00,4.35E-10,1.72E-02,0.107458269,0.556384491,3.421659062,0.000600909,-1.031628365,0.397899247,3.000065798,-3.857198718,-3.217390933,-8.492247992,-7.899375609,-7.702915742
216,1.32E-17,6.30E-12,82204.70469,51.50839958,27.99778139,0.22,0.008641302,-10758.62231,2.44E+00,3.63E-10,1.71E-02,0.107217603,0.555920931,3.418904328,0.000600847,-1.031628366,0.397899236,3.000065798,-3.857200724,-3.217402026,-8.492289656,-7.899476097,-7.703536985
217,1.07E-17,4.69E-12,82094.45639,50.92750631,27.99322035,0.22,0.008594879,-10760.42617,2.44E+00,2.95E-10,1.71E-02,0.10686511,0.555299976,3.416931919,0.000600816,-1.03162837,0.397899236,3.000065192,-3.85721282,-3.217419097,-8.492326053,-7.899576836,-7.703961697
218,6.62E-18,4.00E-12,81898.24191,50.67000491,27.98988238,0.22,0.008594879,-10760.8272,2.32E+00,2.58E-10,1.70E-02,0.106728281,0.554958247,3.416931919,0.000600744,-1.031628371,0.397899231,3.000065186,-3.857218685,-3.217422737,-8.492344281,-7.899996384,-7.704018067
219,5.42E-18,3.17E-12,81644.0392,50.60683576,27.9864248,0.22,0.008521104,-10761.40363,2.32E+00,2.16E-10,1.70E-02,0.106624303,0.554473129,3.416845812,0.000600724,-1.031628372,0.397898751,3.000065051,-3.85721878,-3.217433399,-8.492349117,-7.900101917,-7.707178859
220,3.44E-18,2.42E-12,81429.08819,50.49610067,27.98443191,0.22,0.008501138,-10762.2338,2.32E+00,1.59E-10,1.70E-02,0.106536398,0.554281207,3.415701291,0.000600714,-1.031628373,0.39789864,3.000065049,-3.857218815,-3.217443428,-8.492356309,-7.900194454,-7.710692394
221,1.97E-18,1.78E-12,81282.43519,50.31923257,27.98184838,0.22,0.008335372,-10762.84287,2.04E+00,1.28E-10,1.69E-02,0.106412427,0.55411058,3.415642973,0.000600713,-1.031628373,0.397898546,3.000065033,-3.857224003,-3.217455974,-8.492383316,-7.900348724,-7.711546831
222,1.26E-18,1.22E-12,81133.1255,50.2029473,27.97936301,0.22,0.008227708,-10763.32203,1.92E+00,1.06E-10,1.68E-02,0.106232759,0.553566305,3.415347597,0.000600692,-1.031628373,0.397898172,3.00006493,-3.857224102,-3.21746179,-8.492422196,-7.900527331,-7.711563861
223,8.00E-19,1.05E-12,81009.89671,49.94354375,27.97582544,0.22,0.008143654,-10764.4367,1.55E+00,8.31E-11,1.68E-02,0.073589078,0.552799289,3.41534749,0.00060063,-1.031628375,0.397898065,3.000064841,-3.857231556,-3.21749661,-8.492438532,-7.941882912,-7.714667784
224,3.68E-19,8.50E-13,80693.55099,49.39029775,27.97258257,0.22,0.008127712,-10765.1634,1.51E+00,6.59E-11,1.68E-02,0.073490695,0.552066675,3.41534749,0.000600487,-1.031628379,0.397898061,3.000064841,-3.857231602,-3.217516511,-8.492448212,-7.942055272,-7.714754382
225,2.13E-19,6.70E-13,80438.09407,49.35991273,27.970415,0.22,0.008074995,-10765.95173,1.27E+00,5.34E-11,1.67E-02,0.064944898,0.551166502,3.41528671,0.000600295,-1.03162838,0.397897895,3.000064783,-3.857232074,-3.217531526,-8.492534547,-7.943184716,-7.71484606
226,1.37E-19,5.01E-13,80196.10019,49.29323022,27.96804059,0.2,0.008060362,-10766.63871,1.22E+00,3.54E-11,1.67E-02,0.045166194,0.550334465,3.41528671,0.000600286,-1.03162838,0.397897881,3.000064782,-3.85723405,-3.217575529,-8.492642423,-7.943299805,-7.715286055
227,1.09E-19,4.02E-13,80040.21446,49.23448839,27.9666764,0.2,0.008000935,-10767.27109,1.22E+00,2.99E-11,1.67E-02,0.038858611,0.550167263,3.41528671,0.000600264,-1.031628385,0.39789788,3.000064782,-3.857236742,-3.217598578,-8.493566165,-7.943946535,-7.715389789
228,8.63E-20,3.16E-13,79809.99606,49.01699243,27.9649907,0.2,0.00793464,-10767.73476,1.22E+00,2.68E-11,1.66E-02,0.036257391,0.549002863,3.415286266,0.000600142,-1.031628403,0.397897842,3.000064782,-3.857237887,-3.217613965,-8.494135841,-7.946193935,-7.715824548
229,6.66E-20,2.72E-13,79684.15059,48.850811,27.96059986,0.2,0.007676227,-10767.98751,1.19E+00,2.19E-11,1.65E-02,0.034852807,0.548494707,3.415286266,0.000600074,-1.031628403,0.397897739,3.000064774,-3.857238687,-3.21775023,-8.494154597,-7.946706097,-7.715829384
230,3.90E-20,1.71E-13,79410.15928,48.79578181,27.95751586,0.2,0.007644253,-10768.39764,1.13E+00,1.29E-11,1.65E-02,0.034818081,0.548248306,3.415286266,0.000599909,-1.03162841,0.397897735,3.000064774,-3.85723898,-3.217819314,-8.495961655,-7.947359303,-7.715841075
231,2.71E-20,1.41E-13,79210.39338,48.63719717,27.9550311,0.2,0.007565496,-10768.61934,1.59E-01,9.44E-12,1.64E-02,0.034626155,0.547874706,3.415285025,0.000599777,-1.03162841,0.397897707,3.000063068,-3.857284599,-3.217836529,-8.49617563,-7.949540629,-7.71587894
232,1.75E-20,1.00E-13,79071.84483,48.50774994,27.95170804,0.2,0.007565496,-10768.87157,1.38E-01,6.44E-12,1.64E-02,0.034316655,0.547198522,3.415284305,0.000599719,-1.031628411,0.397897541,3.000062812,-3.857454361,-3.21784301,-8.496290716,-7.949819889,-7.715948109
233,1.17E-20,7.93E-14,78949.8227,48.46831388,27.9477886,0.2,0.007300742,-10771.61293,1.03E-01,5.12E-12,1.63E-02,0.034078134,0.547027872,3.415284305,0.00059959,-1.031628412,0.397897541,3.000062812,-3.857460731,-3.217851644,-8.498052534,-7.950113239,-7.715991496
234,7.51E-21,5.36E-14,78769.94265,48.25575745,27.94407613,0.2,0.007155099,-10775.63158,1.03E-01,3.70E-12,1.63E-02,0.034058195,0.546493764,3.415273567,0.000599588,-1.031628413,0.397897531,3.000062812,-3.857494139,-3.217858688,-8.498661196,-7.950564119,-7.716133843
235,5.12E-21,4.26E-14,78632.33162,47.91537542,27.93943829,0.2,0.00710405,-10776.00733,1.01E-01,3.06E-12,1.63E-02,0.033907334,0.546152974,3.415147747,0.000599563,-1.031628414,0.397897524,3.00006278,-3.857525455,-3.217868659,-8.499078794,-7.950736076,-7.716146942
236,2.28E-21,2.93E-14,78445.31093,47.81305315,27.93692258,0.16,0.006988274,-10777.57186,2.99E-02,2.46E-12,1.63E-02,0.033728944,0.546031737,3.415147747,0.000599561,-1.031628415,0.397897502,3.00006278,-3.85753798,-3.217875617,-8.593350706,-7.950918788,-7.716156974
237,1.09E-21,2.26E-14,78341.27372,47.74837251,27.93454445,0.14,0.006853573,-10778.05045,1.96E-02,2.01E-12,1.63E-02,0.033469579,0.545867631,3.415147747,0.000599559,-1.031628423,0.397897502,3.00006278,-3.857538436,-3.217876219,-8.598231516,-7.950958914,-7.716532825
238,7.35E-22,1.68E-14,78175.0174,47.73194655,27.93231338,0.14,0.006853573,-10778.32373,1.72E-02,1.47E-12,1.63E-02,0.033021274,0.545669535,3.415147747,0.000599524,-1.031628426,0.397897502,3.000062774,-3.857538967,-3.217880211,-8.600519825,-7.951051209,-7.730235984
239,3.61E-22,1.39E-14,78065.81542,47.4276047,27.92966588,0.14,0.006662582,-10778.8368,1.29E-02,1.13E-12,1.63E-02,0.032878554,0.5450847,3.415146531,0.00059951,-1.031628426,0.39789749,3.00006276,-3.857539704,-3.21789083,-8.600576019,-7.951070325,-7.734167696
240,2.81E-22,1.00E-14,77848.65252,47.03363282,27.92808943,0.14,0.0065419,-10779.36156,8.30E-03,9.32E-13,1.61E-02,0.032788342,0.544282555,3.415143972,0.000599333,-1.031628426,0.397897479,3.00006276,-3.857539995,-3.217893163,-8.60070129,-7.951348045,-7.734625563
241,1.94E-22,7.20E-15,77643.45354,46.95397232,27.926655,0.14,0.006510019,-10780.3837,3.07E-03,6.93E-13,1.61E-02,0.032679176,0.54387236,3.415143972,0.000599314,-1.031628426,0.397897457,3.00006275,-3.857540054,-3.217894928,-8.600761478,-7.951863783,-7.760077792
242,1.45E-22,5.39E-15,77346.86866,46.87459529,27.92556093,0.14,0.006510019,-10781.3026,2.52E-03,4.92E-13,1.59E-02,0.032659395,0.543592017,3.415143555,0.000599095,-1.031628427,0.397897449,3.00006275,-3.857540331,-3.217898229,-8.601002501,-7.952285669,-7.777093571
243,9.28E-23,4.05E-15,77240.65248,46.82639885,27.92379413,0.14,0.006510019,-10785.4436,1.64E-03,3.81E-13,1.59E-02,0.032017174,0.543282424,3.415143476,0.00059909,-1.031628427,0.397897437,3.000062712,-3.857540517,-3.217900077,-8.601667809,-7.95233444,-7.779398223
244,4.75E-23,2.81E-15,77099.08751,46.75025063,27.92197458,0.14,0.006510019,-10786.05679,1.22E-03,2.94E-13,1.58E-02,0.031619894,0.543061658,3.415143476,0.000599015,-1.031628428,0.397897437,3.000062712,-3.857540532,-3.217903142,-8.602488552,-7.952336145,-7.779531469
245,2.36E-23,2.02E-15,76931.31572,46.69835052,27.91968053,0.14,0.006508552,-10803.26365,5.57E-04,2.42E-13,1.58E-02,0.031406711,0.542821152,3.415143476,0.000598979,-1.031628429,0.397897421,3.000061189,-3.857540621,-3.217968417,-8.603112582,-7.952508118,-7.780096148
246,1.16E-23,1.61E-15,76744.32537,46.33732631,27.91873793,0.14,0.006415901,-10820.88579,5.52E-04,1.85E-13,1.57E-02,0.031324621,0.542794009,3.415143476,0.000598935,-1.03162843,0.397897416,3.000061189,-3.857540759,-3.217973466,-8.603859767,-7.952864663,-7.780418292
247,9.15E-24,1.15E-15,76625.51583,46.13166465,27.91721189,0.12,0.006410886,-10824.28524,4.43E-04,1.20E-13,1.57E-02,0.031169844,0.54269175,3.415143476,0.000598916,-1.031628431,0.397897407,3.000061153,-3.857540852,-3.217983937,-8.604351774,-8.043100399,-7.780441917
248,4.91E-24,7.97E-16,76554.79618,46.07730854,27.91567691,0.12,0.006386997,-10831.08956,3.34E-04,9.82E-14,1.57E-02,0.031140956,0.542643201,3.415143476,0.000598909,-1.031628431,0.397897396,3.000061143,-3.857540858,-3.21800544,-8.604376822,-8.043104794,-7.780442313
249,3.21E-24,6.20E-16,76464.01649,45.94380488,27.91502912,0.12,0.006386997,-10832.85393,1.40E-04,8.22E-14,1.57E-02,0.030712309,0.542638357,3.415143476,0.000598905,-1.031628431,0.397897395,3.000061135,-3.857540878,-3.218006267,-8.604447731,-8.043182341,-7.780508609
250,1.69E-24,4.31E-16,76303.97161,45.9319126,27.91434384,0.12,0.006224291,-10837.13462,7.56E-05,6.27E-14,1.57E-02,0.030470575,0.542573757,3.415143476,0.000598894,-1.031628431,0.397897349,3.000061135,-3.85754241,-3.218007391,-8.604461441,-8.051481354,-7.78056052
251,1.24E-24,3.32E-16,76199.08128,45.88964226,27.91380479,0.12,0.006217389,-10851.99868,4.23E-05,4.79E-14,1.56E-02,0.030298531,0.542524307,3.395785667,0.000598893,-1.031628432,0.397897324,3.000061135,-3.85754241,-3.218013134,-8.604557735,-8.099922695,-7.780687035
252,6.97E-25,2.61E-16,76001.80761,45.80896171,27.91346943,0.12,0.006217389,-10853.68527,2.73E-05,3.55E-14,1.56E-02,0.030194611,0.54246982,3.395420577,0.000598856,-1.031628433,0.397897324,3.000060855,-3.857542568,-3.218030751,-8.604561806,-8.11795746,-7.780719527
253,3.07E-25,1.92E-16,75876.84425,45.66116023,27.91322672,0.12,0.006209157,-10857.00246,1.90E-05,2.85E-14,1.56E-02,0.030087212,0.542457692,3.395420575,0.000598844,-1.031628433,0.397897324,3.000060855,-3.857542593,-3.218035714,-8.604832484,-8.118346382,-7.780747383
254,2.41E-25,1.46E-16,75704.71399,45.53142826,27.91298712,0.12,0.006209157,-10858.1987,9.02E-06,2.32E-14,1.56E-02,0.030077598,0.542359151,3.395420575,0.000598839,-1.031628433,0.397897324,3.000060855,-3.857542611,-3.218038163,-8.604841613,-8.119236159,-7.780754291
255,1.63E-25,1.10E-16,75515.08106,45.51324598,27.91288432,0.12,0.006044987,-10929.39198,6.87E-06,1.91E-14,1.56E-02,0.030072306,0.542345979,3.395420575,0.000598826,-1.031628433,0.397897314,3.000060854,-3.85754284,-3.218042584,-8.605399088,-8.119333035,-7.780759839
256,1.24E-25,6.71E-17,75361.55646,45.07489755,27.91276678,0.12,0.005965318,-10930.14541,5.47E-06,1.54E-14,1.56E-02,0.030069615,0.54233819,3.395420575,0.000598817,-1.031628433,0.397897314,3.000060853,-3.85754299,-3.218042685,-8.605406063,-8.119353736,-7.780761301
257,9.39E-26,5.55E-17,75267.05467,44.87683021,27.91267044,0.12,0.005906521,-10957.61168,3.99E-06,1.22E-14,1.56E-02,0.030064932,0.542331148,3.395420549,0.000598747,-1.031628433,0.397897312,3.000060853,-3.857543004,-3.218050341,-8.605802976,-8.119353835,-7.780763889
258,7.34E-26,3.98E-17,75162.01907,44.76065942,27.91257848,0.12,0.005870576,-10958.08211,2.02E-06,1.05E-14,1.56E-02,0.030063618,0.542247717,3.395420548,0.000598655,-1.031628433,0.397897312,3.000060848,-3.857543153,-3.218054099,-8.605803471,-8.119356533,-7.780765028
259,4.46E-26,2.78E-17,74970.89559,44.71300677,27.91242685,0.12,0.005870576,-10993.97074,9.98E-07,9.04E-15,1.56E-02,0.030062799,0.542199693,3.395420548,0.000598553,-1.031628433,0.397897312,3.000060703,-3.857543245,-3.218055386,-8.605808575,-8.119357035,-7.780765071
260,1.40E-26,2.06E-17,74873.94953,44.67624312,27.91235981,0.12,0.005870576,-11005.18927,5.34E-07,8.12E-15,1.56E-02,0.03004789,0.542199483,3.395420548,0.000598521,-1.031628433,0.397897312,3.0000607,-3.857543368,-3.21805545,-8.605809491,-8.169981681,-7.780765124
261,9.32E-27,1.53E-17,74759.43695,44.64675922,27.9122861,0.12,0.005864434,-11005.65427,2.54E-07,7.41E-15,0.015638677,0.030031136,0.54219531,3.395420548,0.00059833,-1.031628433,0.397897175,3.0000607,-3.857543381,-3.218064936,-8.64261699,-8.200328858,-7.780765389
262,6.58E-27,1.14E-17,74626.90891,44.62414666,27.91223687,0.12,0.005864434,-11006.09288,1.51E-07,6.63E-15,0.015638659,0.030025563,0.542194746,3.395420548,0.000598329,-1.031628433,0.397897175,3.0000607,-3.857543461,-3.21807053,-8.642621289,-8.200339512,-7.780765927
263,3.50E-27,8.70E-18,74475.27442,44.61441956,27.91222233,0.12,0.005788711,-11006.55535,7.41E-08,5.99E-15,0.015638655,0.030023736,0.542193322,3.395420548,0.000598321,-1.031628433,0.397897175,3.0000607,-3.857543474,-3.218074412,-8.704325175,-8.214169388,-7.780766065
264,2.41E-27,6.33E-18,74321.35206,44.61179927,27.91219977,0.12,0.005788711,-11007.30966,2.61E-08,5.56E-15,0.015638621,0.03002229,0.54219161,3.395420543,0.000598319,-1.031628433,0.39789717,3.0000607,-3.857543474,-3.218077218,-8.705785702,-8.216462505,-7.780767566
265,1.51E-27,4.03E-18,74118.52918,44.60959548,27.91218372,0.12,0.005788711,-11021.56764,1.22E-08,5.28E-15,0.015638425,0.030021168,0.542177589,3.395420542,0.000598277,-1.031628433,0.397897142,3.0000607,-3.857543623,-3.218077701,-8.705785842,-8.224832039,-7.780767654
266,1.07E-27,3.01E-18,73834.62781,44.57782009,27.91215852,0.12,0.005764539,-11070.15328,3.45E-09,4.99E-15,0.015638423,0.030020926,0.542164315,3.395420542,0.000598188,-1.031628434,0.397897104,3.0000607,-3.857543684,-3.218078688,-8.70578585,-8.224985782,-7.780767909
267,4.46E-28,2.27E-18,73677.92219,44.57159498,27.91213793,0.12,0.005764539,-11072.58376,2.39E-10,4.78E-15,0.015638409,0.030020527,0.542157875,3.395420542,0.000598186,-1.031628434,0.397897096,3.0000607,-3.857547827,-3.218079831,-8.70736314,-8.224986192,-7.780768155
268,3.58E-28,1.63E-18,73536.43047,44.54948108,27.91211482,0.12,0.005756586,-11072.66157,2.37E-10,4.57E-15,0.015638408,0.030020494,0.542151126,3.395420542,0.00059818,-1.031628434,0.397897096,3.0000607,-3.857547945,-3.218087831,-8.707363487,-8.224986214,-7.780768169
269,3.00E-28,1.20E-18,73359.46332,44.53918743,27.91210732,0.12,0.005593585,-11074.16452,1.03E-10,4.42E-15,0.015638408,0.03002048,0.54214215,3.395420542,0.00059808,-1.031628434,0.397897074,3.000060699,-3.857548222,-3.218088353,-8.707473127,-8.224986279,-7.780768341
270,2.14E-28,8.94E-19,73173.65765,44.49592231,27.91210106,0.12,0.00557101,-11075.75209,8.88E-11,4.42E-15,0.015638408,0.030020479,0.542136318,3.395420542,0.000598037,-1.031628434,0.397897074,3.000060694,-3.857548226,-3.218094514,-8.707473135,-8.225001031,-7.780768341
271,9.68E-29,6.47E-19,73056.5117,44.48975105,27.91205818,0.12,0.005545123,-11075.95531,6.84E-11,4.35E-15,0.015638408,0.030020419,0.542136283,3.395420542,0.000598003,-1.031628434,0.397897065,3.000060694,-3.857548233,-3.21809619,-8.708732258,-8.225008208,-7.780768348
272,5.78E-29,5.17E-19,72931.63358,44.48892473,27.91203929,0.12,0.005542914,-11076.12676,2.46E-11,4.35E-15,0.015638406,0.030020418,0.542135832,3.395420542,0.000597968,-1.031628434,0.397897062,3.000060694,-3.857548939,-3.218096953,-8.794789971,-8.225008511,-7.780768348
273,2.15E-29,3.48E-19,72757.70049,44.48860709,27.91203495,0.12,0.005420245,-11076.61615,2.09E-11,4.35E-15,0.015638406,0.030020414,0.542130031,3.395420542,0.000597908,-1.031628434,0.397897061,3.000060694,-3.857548939,-3.218098948,-8.80892148,-8.225008511,-7.780768349
274,1.71E-29,2.64E-19,72652.65404,44.48299428,27.9120347,0.12,0.005420245,-11076.87347,4.37E-12,4.28E-15,0.015638405,0.030020414,0.542129404,3.395420542,0.000597857,-1.031628434,0.397897058,3.000060694,-3.857552057,-3.218110964,-8.809202517,-8.225008512,-7.780768368
275,1.03E-29,2.07E-19,72556.04619,44.4827574,27.91203421,0.12,0.005420245,-11077.0671,3.28E-12,4.28E-15,0.015638405,0.030020183,0.542124264,3.395420542,0.000597857,-1.031628434,0.397897056,3.000060694,-3.857553213,-3.218111439,-8.809202556,-8.225008664,-7.780768375
276,2.29E-30,1.68E-19,72416.08936,44.4796411,27.91203313,0.12,0.005321245,-11077.1348,1.37E-12,4.28E-15,0.015638405,0.030020045,0.542124191,3.395420542,0.000597777,-1.031628434,0.397897055,3.000060693,-3.857554419,-3.218111694,-8.827867758,-8.225010685,-7.780768375
277,9.17E-31,1.39E-19,72265.95146,44.47843173,27.91203131,0.12,0.00528881,-11077.2591,8.79E-13,4.14E-15,0.015638405,0.030019998,0.542121502,3.395420541,0.000597753,-1.031628434,0.397897055,3.000060693,-3.85755443,-3.218114944,-8.827878549,-8.225010742,-7.780768425
278,3.08E-31,1.06E-19,72053.98319,44.47245385,27.91203043,0.12,0.005249179,-11077.5384,5.06E-13,4.07E-15,0.015638405,0.030019868,0.542106726,3.395420541,0.00059775,-1.031628435,0.397897055,3.000060693,-3.85755677,-3.218117494,-8.860894235,-8.225010761,-7.780768425
279,2.34E-31,8.03E-20,71892.96902,44.46913208,27.91203004,0.06,0.005071867,-11077.71265,2.91E-13,4.07E-15,0.015638405,0.03001986,0.542106715,3.395420183,0.00059775,-1.031628435,0.397897049,3.000060692,-3.857557665,-3.218117724,-8.905974829,-8.225011868,-7.780768741
280,1.77E-31,5.67E-20,71720.62922,44.42451712,27.9120223,0.06,0.004866788,-11077.90728,2.16E-13,4.07E-15,0.015638401,0.030019855,0.542087103,3.395419841,0.000597713,-1.031628435,0.397897046,3.000060692,-3.857558297,-3.218118279,-8.905974829,-8.225011929,-7.780768776
281,1.41E-31,4.23E-20,71587.33295,44.4208606,27.91200567,0.06,0.004851194,-11078.33872,8.75E-14,4.07E-15,0.015638401,0.030019853,0.542083795,3.395419841,0.000597711,-1.031628436,0.397897046,3.000060692,-3.857558327,-3.218119088,-8.905979779,-8.225011962,-7.780768776
